<<<<<<< HEAD
label,message
spam,Smart TV sale - 90% discount! Order at bet365.in
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Im on gloucesterroad what are uup to later?
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,Nt yet chikku..simple habba..hw abt u?
ham,But i haf enuff space got like 4 mb...
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,Bring home some Wendy =D
ham,Let me check and checking in
ham,Waaaat?? Lololo ok next time then!
ham,That's necessarily respectful
spam,HDFC Alert: Suspicious activity. Click prize.in to secure account
ham,"I'm ready, will reach soon"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
spam,You are selected for 5000 Rs prize! WhatsApp +918899776655
spam,Place bets on horse racing! Minimum deposit 10 crore. WhatsApp +447310399942
ham,Oooh I got plenty of those!
ham,Neva mind it's ok..
spam,URGENT: horse racing betting bonus 50 lakh! Claim at update.com
ham,Haf u found him? I feel so stupid da v cam was working.
spam,Home loan at 7% interest! Apply at bet365.in
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
spam,IPL betting - get 200% bonus! Join winner.com
spam,Education loan - get 50 lakh in 24 hours. WhatsApp +918765432109
spam,Gold loan - get 10 lakh in 24 hours. WhatsApp +918765432109
spam,Government lottery winner! Prize: 5000 Rs. Contact +919876543210
spam,Watch sale - 80% discount! Order at secure.com
spam,WhatsApp +919123456789 to claim your prize of 5000 Rs!
spam,Bet on cricket and win 2 crore! Register at prize.in
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
spam,Pre-approved loan of 50 lakh! No documents. Call +919123456789
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,Part time SMS sending - earn 10 lakh monthly! Apply at claim.com
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Ok then i will come to ur home after half an hour
ham,If you have belive me. Come to my home.
ham,"Nah man, my car is meant to be crammed full of people"
spam,URGENT: Your Kotak account will be blocked! Verify at lottery.in
spam,Gold loan - get 5 crore in 24 hours. WhatsApp +919876543210
ham,Shall call now dear having food
spam,Vehicle loan at 6% interest! Apply at secure.com
spam,Add me on WhatsApp +447310399942 to receive your lucky draw prize
ham,have * good weekend.
spam,Place bets on football! Minimum deposit 25 lakh. WhatsApp +919988776655
spam,Gold loan approved! Get 10 lakh instantly. Apply at betking.com
ham,Dear where you. Call me
ham,I want snow. It's just freezing and windy.
ham,I'm excited about the document
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,HDFC Bank: Your account is temporarily locked. Update KYC at hdfc-kyc.in
spam,URGENT: kabaddi betting bonus 25 lakh! Claim at betking.com
ham,Minimum walk is 3miles a day.
spam,Business loan - get 1 lakh in 24 hours. WhatsApp +919123456789
ham,No da..today also i forgot..
ham,Oh ok.. Wat's ur email?
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
spam,WhatsApp +919876543210 for captcha solving - earn 1 crore/month
ham,"K, can that happen tonight?"
ham,I've told him that i've returned it. That should i re order it.
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,Thanks for sending
spam,Online SMS sending - earn 5 lakh weekly! Join at bet365.in
ham,Hey... Very inconvenient for your sis a not huh?
spam,iPad at 90% discount! Buy now at winner.com
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
spam,Work from home - earn 50000 Rs per month! WhatsApp +919876543210
ham,Thank you. I like you as well...
ham,K.:)you are the only girl waiting in reception ah?
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
spam,CONGRATULATIONS! You won 10000 Rs in Vi lottery! Call +919123456789
spam,Driving license KYC pending! Complete at kyc.in to avoid block
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
spam,basketball betting - get 300% bonus! Join secure.com
spam,Kotak: Your account is locked. Update KYC at claim.com
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
spam,Reliance lottery winner! Prize: 10 crore. Contact +918899776655
spam,Kotak: Your ATM card will expire. Renew at betking.com
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,Ill be there on  &lt;#&gt;  ok.
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,Now press conference da:)
spam,Passport verification required! Update at betking.com within 48 hours
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,Online data entry - earn 10000 Rs weekly! Join at winner.com
spam,Part time email reading - earn 5 lakh monthly! Apply at verify.in
ham,"I can't, I don't have her number!"
spam,Work from home via WhatsApp - earn 2000 per day! Message +919123456789
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
spam,Axis Alert: Unusual transaction. Verify at betking.com
spam,Education loan at 8% interest! Apply at claim.com
spam,Place bets on tennis! Minimum deposit 1 lakh. WhatsApp +919876543210
spam,URGENT: Your Axis account will be blocked! Verify at claim.com
ham,None of that's happening til you get here though
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Only once then after ill obey all yours.
spam,Watch for 10 lakh! Limited time at betking.com
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,I'm ok. Will do my part tomorrow
ham,I'll be available this evening
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,Hi.what you think about match?
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
spam,WhatsApp +918899776655 for typing - earn 5 crore/month
ham,Me fine..absolutly fine
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,I'm feeling excited now
spam,Your PhonePe is blocked! Update at prize.in immediately
ham,I'm sorry for the family
spam,National lottery winner! Prize: 5 crore. Contact +919876543210
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
spam,Sports betting app - get 1000 Rs signup bonus! Download now
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
ham,Thanks for the report
spam,Place bets on basketball! Minimum deposit 10 lakh. WhatsApp +919123456789
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
spam,Work from home - earn 5 crore per month! WhatsApp +447890123456
spam,Pre-approved loan of 10 lakh! No documents. Call +918765432109
spam,Part time email reading - earn 10 lakh monthly! Apply at secure.com
ham,Sday only joined.so training we started today:)
ham,Feel like trying kadeem again? :V
spam,Instant loan - get 10 lakh in 1 hour! Apply at verify.in
spam,Part time typing - earn 5 lakh monthly! Apply at verify.in
spam,Pre-approved loan of 1 crore! No documents. Call +919123456789
spam,football betting - get 200% bonus! Join lottery.in
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
spam,Lucky draw winner! You won 10 crore! Verify at verify.in
spam,Home loan - get 10000 Rs in 24 hours. WhatsApp +919988776655
spam,Bet on football and win 5 crore! Register at update.com
ham,Onum ela pa. Normal than.
ham,Hows that watch resizing
ham,Auntie huai juan never pick up her phone
ham,Id have to check but there's only like 1 bowls worth left
ham,Dear how is chechi. Did you talk to her
spam,Amazon KYC pending! Complete at claim.com to avoid block
spam,Part time typing - earn 10000 Rs monthly! Apply at winner.com
ham,"Yeah, probably earlier than that"
spam,Reliance lottery winner! Prize: 10 crore. Contact +919123456789
spam,Laptop for 10 crore only! Limited stock at prize.in
ham,K go and sleep well. Take rest:-).
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham,How is your address doing?
ham,Sleeping nt feeling well
spam,IDBI Alert: Unusual transaction. Verify at prize.in
spam,URGENT: Your Axis account will be blocked! Verify at kyc.in
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,Can we meet next week?
ham,I'm sorry for the reservation
spam,Add me on WhatsApp +919988776655 to receive your lottery prize
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Its a part of checking IQ
spam,Laptop sale - 70% discount! Order at secure.com
spam,Driving license refund of 5 crore pending! Claim at update.com
spam,typing jobs - earn 2 crore per day! Register at verify.in
spam,MacBook at 50% discount! Buy now at betking.com
spam,Vehicle loan at 7% interest! Apply at kyc.in
spam,Smart TV sale - 90% discount! Order at claim.com
spam,Aadhaar refund of 10 crore pending! Claim at prize.in
ham,I anything lor.
spam,Your Passport is blocked! Update at betking.com immediately
ham,I didnt get anything da
spam,Shoes at 80% discount! Buy now at update.com
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
ham,K..k.:)congratulation ..
ham,Can you waiting?
spam,MacBook for 10 lakh only! Limited stock at secure.com
ham,Pete can you please ring meive hardly gotany credit
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
spam,Instant loan - get 50 lakh in 1 hour! Apply at kyc.in
ham,I'm available after lunch
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,That seems unnecessarily affectionate
ham,Dunno y u ask me.
spam,Watch sale - 70% discount! Order at prize.in
ham,Can you confirm the document?
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
spam,"Smart TV at 70% off! Hurry, buy at secure.com"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,I told your number to gautham..
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,You still coming tonight?
spam,form filling jobs - earn 50000 Rs daily! Join at claim.com
ham,Ok... Sweet dreams...
spam,PAN card refund of 50 lakh pending! Claim at bet365.in
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
spam,Home loan at 5% interest! Apply at lottery.in
ham,Wonderful
spam,CONGRATULATIONS! You won 10000 Rs in Jio lottery! Call +919876543210
ham,Thanks for the reservation
spam,Win 5000 Rs in cricket betting! Play now at secure.com
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
spam,TATA lottery winner! Prize: 5 lakh. Contact +919876543210
ham,Send me your resume:-)
spam,Your Voter ID is blocked! Update at update.com immediately
spam,Your number won 10 crore! Claim at prize.in
ham,I'm excited about the details
ham,Can we reschedule presentation?
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,"Ok, be careful ! Don't text and drive !"
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place "
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
spam,You have an important customer service announcement from PREMIER.
spam,Work from home - earn 1 lakh monthly! Register at claim.com
spam,Part time SMS sending - earn 10 crore monthly! Apply at winner.com
spam,Place bets on football! Minimum deposit 10000 Rs. WhatsApp +919876543210
spam,PAN card refund of 1 crore pending! Claim at verify.in
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
spam,data entry jobs - earn 5000 Rs daily! Join at lottery.in
spam,Credit card loan - get 25 lakh in 24 hours. WhatsApp +919988776655
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
ham,Somebody should go to andros and steal ice
ham,:-( that's not v romantic!
ham,"K, text me when you're on the way"
ham,Where can download clear movies. Dvd copies.
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
spam,"Samsung Galaxy at 90% off! Hurry, buy at secure.com"
spam,football betting - get 200% bonus! Join verify.in
ham,Let's discuss this this evening
spam,Perfume for 2 crore only! Limited stock at secure.com
ham,Yes I know the cheesy songs from frosty the snowman :)
spam,Instant loan - get 10 crore in 1 hour! Apply at kyc.in
ham,Awesome
spam,SBI Alert: Suspicious activity. Click prize.in to secure account
ham,"Sir, i am waiting for your call."
spam,KBC lottery winner! Prize: 5 crore. Contact +447890123456
spam,Height increase medicine - grow 6 inches! Order at height-increase.com
ham,How are you enjoying this semester? Take care brother.
spam,Part time typing - earn 5 lakh monthly! Apply at bet365.in
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,Government lottery - you are selected! Prize: 15 lakh. Verify at lottery.gov.in
ham,Yup...
ham,Good night. Am going to sleep.
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,Well. Im computerless. Time to make some oreo truffles
spam,Canara Bank Alert: Suspicious activity. Click verify.in to secure account
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
spam,Your Aadhaar will be suspended! Verify at prize.in
spam,Place bets on IPL! Minimum deposit 10 lakh. WhatsApp +447310399942
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"And very importantly, all we discuss is between u and i only."
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
spam,Work from home - earn 10000 Rs monthly! Register at update.com
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,I'm excited about the support
ham,I'll be available tomorrow
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,"Kate jackson rec center before 7ish, right?"
spam,Bet on cricket and win 1 lakh! Register at prize.in
ham,Teach me apps da. When you come to college.
spam,Google Pay refund of 10000 Rs pending! Claim at bet365.in
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
spam,Your number won 25 lakh! Claim at winner.com
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,Sat right? Okay thanks... 
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,In which place i can get rooms cheap:-)
ham,That's a shame! Maybe cld meet for few hrs tomo?
spam,Airtel KYC update required! Update at airtel-kyc.in within 24 hours
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
spam,Kotak: Your account is locked. Update KYC at lottery.in
ham,I ask if u meeting da ge tmr nite...
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,Call me when u finish then i come n pick u.
spam,PAN card KYC pending! Complete at verify.in to avoid block
ham,Thanks for waiting!
ham,I'll get the information for you
ham,Pls dont forget to study
spam,Your Voter ID will be suspended! Verify at secure.com
spam,Lucky draw winner! You won 5000 Rs! Verify at kyc.in
spam,Forex trading course - become millionaire in 1 year! Enroll now
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,We confirm eating at esplanade?
ham,That one week leave i put know that time. Why.
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
spam,Work from home - earn 10 crore per month! WhatsApp +919123456789
spam,Laptop for 50000 Rs only! Limited stock at kyc.in
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,I wish u were here. I feel so alone
ham,Otherwise had part time job na-tuition..
spam,captcha solving jobs - earn 1 crore daily! Join at verify.in
ham,I will lick up every drop :) are you ready to use your mouth as well?
spam,Missed call alert. These numbers called but left no message. 07008009200
spam,"Watch at 70% off! Hurry, buy at claim.com"
spam,You are selected for 5 crore prize! WhatsApp +918899776655
spam,Place bets on kabaddi! Minimum deposit 50 lakh. WhatsApp +919123456789
spam,WhatsApp +918765432109 for email reading - earn 10 lakh/month
spam,Online typing - earn 2 crore weekly! Join at verify.in
spam,ad posting jobs - earn 2 crore daily! Join at kyc.in
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Also andros ice etc etc
ham,I'm fine. Hope you are also
ham,Can you confirm the information?
ham,Or remind me in a few hrs.
ham,Ok... Take ur time n enjoy ur dinner...
spam,Passport KYC pending! Complete at secure.com to avoid block
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
spam,Canara Bank: Your ATM card will expire. Renew at bet365.in
spam,"Perfume at 90% off! Hurry, buy at betking.com"
ham,Pls speak to that customer machan.
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam,URGENT: Your Union Bank account will be blocked! Verify at prize.in
ham,Can do lor...
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,K k:) sms chat with me.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Sorry * was at the grocers.
spam,Lucky draw winner! You won 25 lakh! Verify at betking.com
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,Anything lor is she coming?
spam,Axis: Your account is locked. Update KYC at claim.com
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,I'll keep you calling
spam,Perfume for 10000 Rs! Limited time at verify.in
ham,She doesnt need any test.
spam,form filling jobs - earn 50 lakh per day! Register at prize.in
spam,Perfume at 90% discount! Buy now at update.com
spam,You are selected for 10 crore prize! WhatsApp +447310399942
spam,FROM 88066 LOST £12 HELP
ham,What your plan for pongal?
ham,Are you still getting the goods.
spam,Your Amazon will be suspended! Verify at verify.in
ham,Let me check and calling
spam,Your Passport will be suspended! Verify at update.com
spam,Online typing - earn 10000 Rs weekly! Join at kyc.in
spam,"Watch at 60% off! Hurry, buy at winner.com"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
spam,"Perfume at 90% off! Hurry, buy at bet365.in"
spam,Your Swiggy account has 500 Rs cashback! Claim at swiggy-offer.com
ham,You still around? Looking to pick up later
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
spam,Lucky draw winner! You won 10 crore! Verify at secure.com
spam,basketball betting - get 200% bonus! Join prize.in
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
spam,Part time SMS sending - earn 10000 Rs monthly! Apply at bet365.in
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,If you're thinking of lifting me one then no.
spam,You are selected for 2 crore prize! WhatsApp +918765432109
ham,You in your room? I need a few
spam,Insurance investment - tax free returns! Invest at insurance-invest.com
spam,Work from home - earn 25 lakh monthly! Register at betking.com
ham,Ya very nice. . .be ready on thursday
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,Jordan got voted out last nite!
ham,Ok set let u noe e details later...
ham,I cant wait to see you! How were the photos were useful? :)
ham,Ard 4 lor...
ham,I'm looking forward to vacation
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,I went to project centre
spam,PAN card refund of 5 lakh pending! Claim at bet365.in
ham,Oh k k:)but he is not a big hitter.anyway good
spam,WhatsApp +918899776655 for ad posting - earn 10 crore/month
ham,I'll get the report for you
ham,Am slow in using biola's fne
spam,Work from home - earn 10 lakh monthly! Register at verify.in
spam,Voter ID refund of 5000 Rs pending! Claim at bet365.in
spam,Join WhatsApp group for daily income 25 lakh! Message +919988776655
ham,How come guoyang go n tell her? Then u told her?
spam,Your PhonePe is blocked! Update at secure.com immediately
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
spam,Pre-approved loan of 25 lakh! No documents. Call +919988776655
ham,Can not use foreign stamps in this country. Good lecture .
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,"Probably, want to pick up more?"
ham,I'll get the feedback for you
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
spam,National lottery winner! Prize: 5000 Rs. Contact +918899776655
spam,WhatsApp +919123456789 to claim your prize of 50 lakh!
ham,Apps class varaya elaya.
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,Are you still playing with gautham?
spam,kabaddi betting - get 200% bonus! Join kyc.in
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,I donno if they are scorable
ham,Can we reschedule vacation?
ham,Thanx 4 sending me home...
spam,WhatsApp +918765432109 for form filling - earn 2 crore/month
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,I'm on my way
spam,You are selected for 10 crore prize! WhatsApp +919988776655
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
